Facebook,GooglePlus,LinkedIn,Title_wl,Headline_wl,Facebook_scaled,GooglePlus_scaled,LinkedIn_scaled,Hour,Topic_economy,Topic_microsoft,Topic_obama,Topic_palestine,SentimentTitle_Category_negative,SentimentTitle_Category_neutral,SentimentTitle_Category_positive,SentimentHeadline_Category_negative,SentimentHeadline_Category_neutral,SentimentHeadline_Category_positive,Source_type_S1,Source_type_S2,Source_type_S3,Source_type_S4,PublishSinTime,PublishCosTime
-1,-1,-1,-1.8201446163501847,-0.7636004018409142,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,True,False,False,False,False,True,False,False,True,False,False,False,True,0.0,1.0
-1,-1,-1,-0.37434198930592316,-0.7636004018409142,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,True,False,False,False,False,True,False,False,True,False,False,False,True,0.0,1.0
-1,-1,-1,-0.37434198930592316,-0.42042316830520954,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,True,False,False,False,False,True,True,False,False,False,False,False,True,0.0,1.0
-1,-1,-1,-0.37434198930592316,-0.07724593476950498,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,True,False,False,False,True,False,False,False,True,False,False,False,True,0.0,1.0
-1,-1,-1,1.0714606377383384,-1.1067776353766188,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,False,False,True,False,True,False,True,False,False,False,False,True,False,0.0,1.0
-1,-1,-1,-0.37434198930592316,-0.7636004018409142,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,False,False,True,True,False,False,False,True,False,False,False,False,True,0.0,1.0
-1,-1,-1,-0.37434198930592316,-0.7636004018409142,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,False,False,True,False,False,True,False,False,True,False,False,False,True,0.0,1.0
-1,-1,-1,-0.37434198930592316,-0.07724593476950498,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,False,False,True,True,False,False,True,False,False,False,False,False,True,0.0,1.0
-1,-1,-1,1.0714606377383384,0.6091085323019042,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,False,False,True,True,False,False,True,False,False,False,True,False,False,0.0,1.0
-1,-1,-1,-0.37434198930592316,-0.07724593476950498,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,False,True,False,False,False,True,False,True,False,False,False,False,True,0.0,1.0
-1,-1,-1,-0.37434198930592316,-0.7636004018409142,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,False,False,True,False,True,False,True,False,False,False,False,True,False,0.0,1.0
-1,-1,-1,-0.37434198930592316,-0.7636004018409142,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,04,False,False,False,True,False,False,True,False,False,True,False,False,False,True,0.9222009716704518,0.3867109616368206
-1,-1,-1,-0.37434198930592316,-1.1067776353766188,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,07,True,False,False,False,False,False,True,True,False,False,False,False,False,True,0.8808907382053855,-0.4733196671848433
-1,-1,-1,-0.37434198930592316,-1.1067776353766188,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,10,False,True,False,False,False,False,True,False,False,True,False,False,False,True,0.40673664307580043,-0.9135454576426008
-1,-1,-1,-0.37434198930592316,0.6091085323019042,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,16,False,False,False,True,False,True,False,True,False,False,False,False,False,True,-0.9600498543859286,-0.27982901403099236
-1,-1,-1,-0.37434198930592316,0.9522857658376087,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,17,False,False,False,True,False,True,False,True,False,False,False,True,False,False,-0.9799247046208296,-0.1993679344171973
-1,-1,-1,1.0714606377383384,4.04088086765895,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,19,True,False,False,False,True,False,False,True,False,False,False,False,False,True,-0.9222009716704518,0.3867109616368206
-1,-1,-1,-0.37434198930592316,0.6091085323019042,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,19,False,True,False,False,True,False,False,True,False,False,False,False,False,True,-0.898794046299167,0.4383711467890774
-1,-1,-1,-0.37434198930592316,-0.42042316830520954,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,20,False,False,False,True,False,True,False,True,False,False,False,False,False,True,-0.8571673007021123,0.5150380749100542
-1,-1,-1,1.0714606377383384,0.6091085323019042,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,21,True,False,False,False,False,False,True,True,False,False,False,False,True,False,-0.544639035015027,0.838670567945424
-1,-1,-1,-0.37434198930592316,-1.1067776353766188,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,22,False,True,False,False,False,True,False,False,False,True,False,False,False,True,-0.27563735581699894,0.9612616959383189
-1,-1,-1,1.0714606377383384,0.9522857658376087,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,23,False,False,False,True,False,True,False,False,False,True,True,False,False,False,-0.08280820751220476,0.9965655024977613
-1,-1,-1,-0.37434198930592316,-0.42042316830520954,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,True,False,False,False,False,True,True,False,False,False,False,False,True,0.0,1.0
-1,-1,-1,1.0714606377383384,0.6091085323019042,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,True,False,False,False,False,True,True,False,False,False,False,True,False,0.0,1.0
-1,-1,-1,1.0714606377383384,0.6091085323019042,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,False,False,True,True,False,False,True,False,False,False,False,False,True,0.0,1.0
-1,-1,-1,1.0714606377383384,4.04088086765895,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,False,False,True,True,False,False,False,False,True,False,False,False,True,0.0,1.0
-1,-1,-1,-0.37434198930592316,0.2659312987661996,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,False,False,True,False,False,True,True,False,False,False,False,False,True,0.0,1.0
-1,-1,-1,1.0714606377383384,3.011349167051836,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,False,False,True,False,True,False,True,False,False,False,False,False,True,0.0,1.0
-1,-1,-1,-0.37434198930592316,-0.7636004018409142,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,03,True,False,False,False,False,False,True,True,False,False,False,False,False,True,0.7132504491541816,0.7009092642998509
-1,-1,-1,-0.37434198930592316,-1.1067776353766188,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,05,False,True,False,False,False,False,True,False,False,True,False,False,False,True,0.9799247046208296,0.1993679344171974
-1,-1,-1,-0.37434198930592316,0.6091085323019042,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,06,False,False,False,True,False,False,True,False,False,True,False,False,False,True,0.9990482215818578,-0.04361938736533589
-1,-1,-1,-1.8201446163501847,-0.7636004018409142,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,07,False,False,False,True,False,False,True,False,False,True,False,False,False,True,0.9659258262890683,-0.25881904510252085
-1,-1,-1,1.0714606377383384,1.2954629993733133,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,09,False,True,False,False,False,False,True,True,False,False,False,False,False,True,0.5519369853120583,-0.8338858220671681
-1,-1,-1,1.0714606377383384,-0.7636004018409142,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,10,False,True,False,False,False,False,True,True,False,False,False,False,False,True,0.4617486132350339,-0.8870108331782217
-1,-1,-1,1.0714606377383384,0.2659312987661996,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,10,False,True,False,False,False,False,True,True,False,False,False,False,False,True,0.42656873990145855,-0.9044551454543679
-1,-1,-1,-0.37434198930592316,-0.07724593476950498,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,11,False,True,False,False,False,False,True,True,False,False,False,False,False,True,0.008726535498374403,-0.9999619230641713
-1,-1,-1,-0.37434198930592316,0.2659312987661996,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,12,False,True,False,False,False,False,True,True,False,False,False,False,False,True,-0.06540312923014287,-0.9978589232386035
-1,-1,-1,1.0714606377383384,-1.1067776353766188,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,12,False,True,False,False,False,True,False,False,False,True,False,False,False,True,-0.1434926219911791,-0.9896513868196702
-1,-1,-1,-0.37434198930592316,-1.1067776353766188,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,12,False,True,False,False,False,False,True,True,False,False,False,False,False,True,-0.2079116908177595,-0.9781476007338056
-1,-1,-1,-0.37434198930592316,0.2659312987661996,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,12,False,True,False,False,False,False,True,False,False,True,False,False,False,True,-0.21643961393810293,-0.9762960071199334
-1,-1,-1,1.0714606377383384,-0.7636004018409142,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,13,True,False,False,False,False,False,True,True,False,False,False,False,False,True,-0.30901699437494773,-0.9510565162951535
-1,-1,-1,2.5172632647826,0.2659312987661996,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,13,False,True,False,False,False,True,False,False,False,True,False,False,False,True,-0.3624380382837015,-0.9320078692827986
-1,-1,-1,-0.37434198930592316,-1.4499548689123232,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,13,False,True,False,False,True,False,False,False,False,True,False,False,False,True,-0.4694715627858905,-0.8829475928589271
-1,-1,-1,1.0714606377383384,-0.42042316830520954,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,14,False,True,False,False,False,False,True,True,False,False,False,False,False,True,-0.69779045984168,-0.7163019434246544
-1,-1,-1,1.0714606377383384,0.6091085323019042,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,16,False,False,False,True,True,False,False,False,False,True,False,True,False,False,-0.9351352096860117,-0.3542910379977157
-1,-1,-1,-0.37434198930592316,-1.1067776353766188,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,16,False,True,False,False,False,False,True,True,False,False,False,False,False,True,-0.9537169507482269,-0.30070579950427295
-1,-1,-1,1.0714606377383384,-0.42042316830520954,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,21,True,False,False,False,True,False,False,True,False,False,False,False,False,True,-0.6494480483301834,0.760405965600031
-1,-1,-1,1.0714606377383384,-0.42042316830520954,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,21,True,False,False,False,False,True,False,True,False,False,False,False,False,True,-0.6156614753256582,0.7880107536067221
-1,-1,-1,-0.37434198930592316,0.6091085323019042,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,21,False,False,False,True,False,True,False,True,False,False,False,False,False,True,-0.529919264233205,0.8480480961564258
-1,-1,-1,3.963065891826862,-1.1067776353766188,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,23,False,False,False,True,False,False,True,True,False,False,False,False,False,True,-0.12619896913583012,0.992004949679715
-1,-1,-1,-0.37434198930592316,0.2659312987661996,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,23,False,False,False,True,False,False,True,True,False,False,True,False,False,False,-0.12186934340514723,0.9925461516413221
-1,-1,-1,-0.37434198930592316,0.2659312987661996,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,23,True,False,False,False,False,False,True,True,False,False,False,True,False,False,-0.03053851320982278,0.9995335908367129
-1,-1,-1,1.0714606377383384,2.324994699980427,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,True,False,False,False,True,False,True,False,False,False,False,False,True,0.0,1.0
-1,-1,-1,-0.37434198930592316,-0.7636004018409142,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,True,False,False,False,False,True,True,False,False,False,False,False,True,0.0,1.0
-1,-1,-1,-0.37434198930592316,-0.7636004018409142,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,True,False,False,False,False,True,False,False,True,False,False,False,True,0.0,1.0
-1,-1,-1,-0.37434198930592316,-1.1067776353766188,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,True,False,False,False,True,False,False,False,True,False,False,False,True,0.0,1.0
-1,-1,-1,-0.37434198930592316,-0.07724593476950498,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,True,False,False,True,False,False,True,False,False,False,False,False,True,0.0,1.0
-1,-1,-1,1.0714606377383384,-0.42042316830520954,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,True,False,False,True,False,False,False,False,True,False,False,False,True,0.0,1.0
-1,-1,-1,-0.37434198930592316,1.2954629993733133,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,True,False,False,False,True,False,False,False,True,False,False,False,True,0.0,1.0
-1,-1,-1,-0.37434198930592316,-1.1067776353766188,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,True,False,False,True,False,False,True,False,False,False,False,False,True,0.0,1.0
-1,-1,-1,1.0714606377383384,0.2659312987661996,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,True,False,False,False,False,False,True,False,True,False,False,False,False,True,0.0,1.0
-1,-1,-1,1.0714606377383384,-0.07724593476950498,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,True,False,False,False,True,False,False,True,False,False,False,False,False,True,0.0,1.0
-1,-1,-1,1.0714606377383384,-0.7636004018409142,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,True,False,False,False,False,True,True,False,False,False,False,False,True,0.0,1.0
-1,-1,-1,-0.37434198930592316,-0.42042316830520954,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,True,False,False,False,False,True,False,False,True,False,False,False,True,0.0,1.0
-1,-1,-1,-0.37434198930592316,-1.1067776353766188,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,True,False,False,False,False,True,False,False,True,False,False,False,True,0.0,1.0
-1,-1,-1,1.0714606377383384,-0.07724593476950498,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,True,False,False,False,False,True,False,False,True,False,False,False,True,0.0,1.0
-1,-1,-1,1.0714606377383384,0.9522857658376087,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,True,False,False,False,False,True,False,True,False,False,False,False,True,0.0,1.0
-1,-1,-1,-0.37434198930592316,-0.7636004018409142,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,True,False,False,False,False,True,False,False,True,False,False,False,True,0.0,1.0
-1,-1,-1,-0.37434198930592316,-0.42042316830520954,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,True,False,False,True,False,False,True,False,False,False,False,False,True,0.0,1.0
-1,-1,-1,-0.37434198930592316,-0.42042316830520954,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,False,False,True,True,False,False,True,False,False,False,False,False,True,0.0,1.0
-1,-1,-1,-0.37434198930592316,-0.7636004018409142,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,False,False,True,False,False,True,False,False,True,False,False,False,True,0.0,1.0
-1,-1,-1,-0.37434198930592316,-0.07724593476950498,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,False,False,True,False,False,True,True,False,False,False,False,True,False,0.0,1.0
-1,-1,-1,1.0714606377383384,-0.42042316830520954,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,False,False,True,True,False,False,True,False,False,False,False,True,False,0.0,1.0
-1,-1,-1,-0.37434198930592316,-1.1067776353766188,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,False,False,True,False,False,True,True,False,False,False,False,False,True,0.0,1.0
-1,-1,-1,-0.37434198930592316,-0.7636004018409142,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,False,False,True,True,False,False,True,False,False,True,False,False,False,0.0,1.0
-1,-1,-1,-0.37434198930592316,-0.42042316830520954,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,False,False,True,False,False,True,False,False,True,False,False,False,True,0.0,1.0
-1,-1,-1,-0.37434198930592316,-0.42042316830520954,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,False,False,True,True,False,False,True,False,False,False,False,False,True,0.0,1.0
-1,-1,-1,2.5172632647826,0.2659312987661996,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,True,False,False,False,False,False,True,True,False,False,False,False,False,True,0.19509032201612828,0.9807852804032304
-1,-1,-1,-0.37434198930592316,-0.7636004018409142,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,01,False,False,False,True,True,False,False,True,False,False,False,False,True,False,0.48098876891938763,0.8767267557075077
-1,-1,-1,1.0714606377383384,-0.7636004018409142,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,02,False,False,False,True,True,False,False,False,False,True,False,False,False,True,0.6560590289905073,0.754709580222772
-1,-1,-1,1.0714606377383384,0.2659312987661996,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,03,False,False,False,True,True,False,False,False,False,True,False,False,False,True,0.7163019434246541,0.6977904598416802
-1,-1,-1,2.5172632647826,0.2659312987661996,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,03,False,False,False,True,True,False,False,True,False,False,False,False,False,True,0.8503522249955628,0.5262139236518696
-1,-1,-1,-0.37434198930592316,1.9818174664447226,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,04,False,False,False,True,True,False,False,False,False,True,False,False,False,True,0.894934361602025,0.44619781310980894
-1,-1,-1,-0.37434198930592316,0.6091085323019042,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,04,False,False,False,True,True,False,False,True,False,False,False,False,False,True,0.9025852843498605,0.43051109680829525
-1,-1,-1,-1.8201446163501847,-0.07724593476950498,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,04,False,False,False,True,True,False,False,False,False,True,False,True,False,False,0.9426414910921784,0.3338068592337709
-1,-1,-1,1.0714606377383384,1.638640232909018,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,04,False,False,False,True,False,False,True,False,False,True,False,False,False,True,0.949699126201877,0.31316380648374953
-1,-1,-1,-0.37434198930592316,1.2954629993733133,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,05,False,True,False,False,True,False,False,True,False,False,False,False,False,True,0.9659258262890683,0.25881904510252074
-1,-1,-1,-0.37434198930592316,0.2659312987661996,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,05,False,False,False,True,False,False,True,False,False,True,True,False,False,False,0.9997620270799091,0.02181488503456116
-1,-1,-1,1.0714606377383384,0.6091085323019042,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,06,False,False,False,True,True,False,False,True,False,False,False,False,False,True,0.981627183447664,-0.1908089953765448
-1,-1,-1,-0.37434198930592316,0.9522857658376087,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,06,False,False,False,True,True,False,False,False,False,True,False,False,False,True,0.9702957262759965,-0.24192189559966756
-1,-1,-1,1.0714606377383384,-0.7636004018409142,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,07,False,True,False,False,True,False,False,False,False,True,False,False,True,False,0.9288095528719242,-0.3705574375098363
-1,-1,-1,1.0714606377383384,1.2954629993733133,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,07,False,True,False,False,False,False,True,False,False,True,False,False,False,True,0.9238795325112867,-0.3826834323650897
-1,-1,-1,1.0714606377383384,0.2659312987661996,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,08,True,False,False,False,True,False,False,False,False,True,False,False,False,True,0.8115739819650124,-0.5842496656374342
-1,-1,-1,-1.8201446163501847,-1.1067776353766188,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,08,True,False,False,False,True,False,False,False,False,True,False,False,False,True,0.8012538126910607,-0.5983246005706591
-1,-1,-1,-0.37434198930592316,0.2659312987661996,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,08,True,False,False,False,True,False,False,False,False,True,False,False,False,True,0.7460573750616996,-0.6658816660008342
-1,-1,-1,-0.37434198930592316,-0.42042316830520954,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,09,True,False,False,False,False,True,False,False,False,True,False,False,False,True,0.6560590289905073,-0.754709580222772
-1,-1,-1,-0.37434198930592316,-1.4499548689123232,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,09,False,False,False,True,True,False,False,True,False,False,False,False,False,True,0.5983246005706592,-0.8012538126910606
-1,-1,-1,-0.37434198930592316,-0.42042316830520954,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,10,True,False,False,False,True,False,False,True,False,False,False,False,False,True,0.4027466898587373,-0.9153114791194471
-1,-1,-1,-0.37434198930592316,-0.42042316830520954,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,11,False,False,False,True,True,False,False,False,False,True,False,False,True,False,0.23768589232617293,-0.9713420698132614
-1,-1,-1,-0.37434198930592316,-0.7636004018409142,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,11,False,True,False,False,False,False,True,False,False,True,False,False,False,True,0.21643961393810318,-0.9762960071199333
-1,-1,-1,-0.37434198930592316,-1.1067776353766188,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,11,False,True,False,False,False,False,True,True,False,False,False,False,False,True,0.11753739745783798,-0.9930684569549263
-1,-1,-1,-0.37434198930592316,0.6091085323019042,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,12,False,True,False,False,True,False,False,True,False,False,False,False,False,True,-0.16934950384902456,-0.9855560590580777
-1,-1,-1,-0.37434198930592316,-1.1067776353766188,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,14,False,False,False,True,False,False,True,True,False,False,False,False,False,True,-0.5112930860770523,-0.8594064115014526
-1,-1,-1,-0.37434198930592316,-0.7636004018409142,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,14,False,False,False,True,True,False,False,True,False,False,False,False,False,True,-0.555570233019602,-0.8314696123025455
-1,-1,-1,-0.37434198930592316,1.638640232909018,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,20,True,False,False,False,True,False,False,True,False,False,False,False,False,True,-0.8115739819650122,0.5842496656374345
-1,-1,-1,-0.37434198930592316,-0.07724593476950498,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,21,False,True,False,False,False,False,True,True,False,False,False,False,False,True,-0.688354575693754,0.7253743710122876
-1,-1,-1,-0.37434198930592316,-0.7636004018409142,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,True,False,False,False,False,True,False,True,False,False,False,False,False,True,0.0,1.0
-1,-1,-1,-0.37434198930592316,-1.1067776353766188,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,True,False,False,True,False,False,True,False,False,False,False,True,False,0.0,1.0
-1,-1,-1,-0.37434198930592316,0.6091085323019042,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,True,False,False,True,False,False,True,False,False,False,False,False,True,0.0,1.0
-1,-1,-1,-0.37434198930592316,-0.07724593476950498,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,True,False,False,True,False,False,False,False,True,False,False,False,True,0.0,1.0
-1,-1,-1,1.0714606377383384,-0.42042316830520954,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,True,False,False,False,False,True,True,False,False,False,False,False,True,0.0,1.0
-1,-1,-1,-0.37434198930592316,-1.4499548689123232,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,True,False,False,False,False,True,True,False,False,False,False,False,True,0.0,1.0
-1,-1,-1,-0.37434198930592316,-0.07724593476950498,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,True,False,False,True,False,False,False,False,True,False,False,False,True,0.0,1.0
-1,-1,-1,-0.37434198930592316,-0.42042316830520954,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,False,True,False,False,False,False,True,False,False,True,False,False,False,True,0.0,1.0
-1,-1,-1,-0.37434198930592316,-1.4499548689123232,-0.6717386235440148,-1.1656743780739705,-1.1021988933174574,00,True,False,False,False,False,True,False,False,False,True,False,False,False,True,0.0,1.0
